id,relative_timestamp,interrogator_timestamp,rssi,epc96,doppler,phase,antenna,rospecid,channelindex,tagseencount,accessspecid,inventoryparameterspecid,lastseentimestamp,antennastate,time (seconds),doppler (),interrogation frequency (Hz),phase (radians),prxval (),prx deoscillated moving parts (),prx moving parts (),prx linear (),wavelength ()
2320,44235264,1.69687E+15,-53,e280116060000209e445f01a,234,2444,1,1,4,1,0,1,1.69687E+15,1,44.235264,14.625,904250000,3.749049046,31.70603335,31.26356277,1337692.453,0.005011872,0.331537139
2321,44247807,1.69687E+15,-37,e280116060000209e445ba0a,312,1656,1,1,4,1,0,1,1.69687E+15,1,44.247807,19.5,904250000,2.540272185,15.70603335,15.26356277,33601.31522,0.199526231,0.331537139
2322,44260203,1.69687E+15,-37,e280116060000209e445ba0a,-117,1676,1,1,4,1,0,1,1.69687E+15,1,44.260203,-7.3125,904250000,2.5709518,15.70603335,15.26356277,33601.31522,0.199526231,0.331537139
2323,44280653,1.69687E+15,-37,e280116060000209e445ba0a,312,1632,1,1,4,1,0,1,1.69687E+15,1,44.280653,19.5,904250000,2.503456646,15.70603335,15.26356277,33601.31522,0.199526231,0.331537139
2324,44292642,1.69687E+15,-37,e280116060000209e445ba0a,-78,1664,1,1,4,1,0,1,1.69687E+15,1,44.292642,-4.875,904250000,2.552544031,15.70603335,15.26356277,33601.31522,0.199526231,0.331537139
2325,44320194,1.69687E+15,-37,e280116060000209e445ba0a,-195,1652,1,1,4,1,0,1,1.69687E+15,1,44.320194,-12.1875,904250000,2.534136262,15.70603335,15.26356277,33601.31522,0.199526231,0.331537139
2326,44340333,1.69687E+15,-55,e280116060000209e4454c2a,78,836,1,1,5,1,0,1,1.69687E+15,1,44.340333,4.875,904750000,1.282407939,33.7060174,33.27316574,2124792.742,0.003162278,0.331353919
2327,44360351,1.69687E+15,-38,e280116060000209e445ba0a,39,3228,1,1,5,1,0,1,1.69687E+15,1,44.360351,2.4375,904750000,4.951689983,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2328,44380263,1.69687E+15,-38,e280116060000209e445ba0a,117,3220,1,1,5,1,0,1,1.69687E+15,1,44.380263,7.3125,904750000,4.939418137,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2329,44392870,1.69687E+15,-38,e280116060000209e445ba0a,195,3216,1,1,5,1,0,1,1.69687E+15,1,44.39287,12.1875,904750000,4.933282214,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2330,44405179,1.69687E+15,-38,e280116060000209e445ba0a,117,3220,1,1,5,1,0,1,1.69687E+15,1,44.405179,7.3125,904750000,4.939418137,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2331,44430220,1.69687E+15,-38,e280116060000209e445ba0a,78,3220,1,1,5,1,0,1,1.69687E+15,1,44.43022,4.875,904750000,4.939418137,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2332,44450635,1.69687E+15,-38,e280116060000209e445ba0a,78,3224,1,1,5,1,0,1,1.69687E+15,1,44.450635,4.875,904750000,4.94555406,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2333,44463042,1.69687E+15,-55,e280116060000209e445f01a,1601,3604,1,1,5,1,0,1,1.69687E+15,1,44.463042,100.0625,904750000,5.52846676,33.7060174,33.27316574,2124792.742,0.003162278,0.331353919
2334,44490061,1.69687E+15,-38,e280116060000209e445ba0a,0,3224,1,1,5,1,0,1,1.69687E+15,1,44.490061,0,904750000,4.94555406,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2335,44503092,1.69687E+15,-38,e280116060000209e445ba0a,39,3236,1,1,5,1,0,1,1.69687E+15,1,44.503092,2.4375,904750000,4.96396183,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2336,44530637,1.69687E+15,-38,e280116060000209e445ba0a,0,3224,1,1,5,1,0,1,1.69687E+15,1,44.530637,0,904750000,4.94555406,16.7060174,16.27316574,42395.18886,0.158489319,0.331353919
2337,44543355,1.69687E+15,-38,e280116060000209e445ba0a,-39,3548,1,1,6,1,0,1,1.69687E+15,1,44.543355,-2.4375,905250000,5.442563835,16.70599614,16.28276341,42488.98349,0.158489319,0.331170901
2338,44555548,1.69687E+15,-53,e280116060000209e4454a0a,1132,1948,1,1,6,1,0,1,1.69687E+15,1,44.555548,70.75,905250000,2.988194575,31.70599614,31.28276341,1343619.633,0.005011872,0.331170901
2339,44567864,1.69687E+15,-55,e280116060000209e445f01a,976,4,1,1,6,1,0,1,1.69687E+15,1,44.567864,61,905250000,0.006135923,33.70599614,33.28276341,2129493.61,0.003162278,0.331170901
2340,44590247,1.69687E+15,-53,e280116060000209e4454a0a,1582,1852,1,1,6,1,0,1,1.69687E+15,1,44.590247,98.875,905250000,2.840932419,31.70599614,31.28276341,1343619.633,0.005011872,0.331170901
2341,44603028,1.69687E+15,-38,e280116060000209e445ba0a,-78,3536,1,1,6,1,0,1,1.69687E+15,1,44.603028,-4.875,905250000,5.424156066,16.70599614,16.28276341,42488.98349,0.158489319,0.331170901
2342,44630509,1.69687E+15,-57,e280116060000209e4454c2a,117,1216,1,1,6,1,0,1,1.69687E+15,1,44.630509,7.3125,905250000,1.865320638,35.70599614,35.28276341,3375019.925,0.001995262,0.331170901
2343,44642892,1.69687E+15,-55,e280116060000209e4454c2a,468,1224,1,1,6,1,0,1,1.69687E+15,1,44.642892,29.25,905250000,1.877592484,33.70599614,33.28276341,2129493.61,0.003162278,0.331170901
2344,44669869,1.69687E+15,-38,e280116060000209e445ba0a,-195,3572,1,1,6,1,0,1,1.69687E+15,1,44.669869,-12.1875,905250000,5.479379374,16.70599614,16.28276341,42488.98349,0.158489319,0.331170901
2345,44690325,1.69687E+15,-56,e280116060000209e4454c2a,-195,1272,1,1,6,1,0,1,1.69687E+15,1,44.690325,-12.1875,905250000,1.951223562,34.70599614,34.28276341,2680873.619,0.002511886,0.331170901
2346,44710626,1.69687E+15,-38,e280116060000209e445ba0a,273,3536,1,1,6,1,0,1,1.69687E+15,1,44.710626,17.0625,905250000,5.424156066,16.70599614,16.28276341,42488.98349,0.158489319,0.331170901
2347,44730462,1.69687E+15,-52,e280116060000209e4454a0a,917,1856,1,1,6,1,0,1,1.69687E+15,1,44.730462,57.3125,905250000,2.847068342,30.70599614,30.28276341,1067275.011,0.006309573,0.331170901
2348,44750702,1.69687E+15,-37,e280116060000209e445ba0a,820,1088,1,1,7,1,0,1,1.69687E+15,1,44.750702,51.25,905750000,1.668971097,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2349,44771761,1.69687E+15,-37,e280116060000209e445ba0a,273,1124,1,1,7,1,0,1,1.69687E+15,1,44.771761,17.0625,905750000,1.724194406,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2350,44801469,1.69687E+15,-37,e280116060000209e445ba0a,585,1064,1,1,7,1,0,1,1.69687E+15,1,44.801469,36.5625,905750000,1.632155558,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2351,44831834,1.69687E+15,-37,e280116060000209e445ba0a,546,1076,1,1,7,1,0,1,1.69687E+15,2,44.831834,34.125,905750000,1.650563328,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2352,44861536,1.69687E+15,-37,e280116060000209e445ba0a,429,1096,1,1,7,1,0,1,1.69687E+15,2,44.861536,26.8125,905750000,1.681242944,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2353,44891970,1.69687E+15,-37,e280116060000209e445ba0a,273,1128,1,1,7,1,0,1,1.69687E+15,2,44.89197,17.0625,905750000,1.730330329,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2354,44909896,1.69687E+15,-37,e280116060000209e445ba0a,273,1116,1,1,7,1,0,1,1.69687E+15,2,44.909896,17.0625,905750000,1.711922559,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2355,44931478,1.69687E+15,-37,e280116060000209e445ba0a,546,1092,1,1,7,1,0,1,1.69687E+15,2,44.931478,34.125,905750000,1.67510702,15.70596958,15.29235578,33824.82653,0.199526231,0.330988085
2356,44954394,1.69687E+15,-37,e280116060000209e445ba0a,742,1368,1,1,8,1,0,1,1.69687E+15,2,44.954394,46.375,906250000,2.098485718,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2357,44994942,1.69687E+15,-52,e280116060000209e4454c2a,156,2420,1,1,8,1,0,1,1.69687E+15,2,44.994942,9.75,906250000,3.712233507,30.70593773,30.30194285,1071998.766,0.006309573,0.330805471
2358,45006949,1.69687E+15,-37,e280116060000209e445ba0a,351,1364,1,1,8,1,0,1,1.69687E+15,2,45.006949,21.9375,906250000,2.092349795,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2359,45030080,1.69687E+15,-37,e280116060000209e445ba0a,-390,1416,1,1,8,1,0,1,1.69687E+15,2,45.03008,-24.375,906250000,2.172116796,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2360,45050209,1.69687E+15,-37,e280116060000209e445ba0a,-273,1408,1,1,8,1,0,1,1.69687E+15,2,45.050209,-17.0625,906250000,2.159844949,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2361,45070130,1.69687E+15,-37,e280116060000209e445ba0a,-117,1376,1,1,8,1,0,1,1.69687E+15,2,45.07013,-7.3125,906250000,2.110757564,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2362,45082750,1.69687E+15,-37,e280116060000209e445ba0a,507,1368,1,1,8,1,0,1,1.69687E+15,2,45.08275,31.6875,906250000,2.098485718,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2363,45110292,1.69687E+15,-37,e280116060000209e445ba0a,273,1368,1,1,8,1,0,1,1.69687E+15,2,45.110292,17.0625,906250000,2.098485718,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2364,45122803,1.69687E+15,-37,e280116060000209e445ba0a,585,1376,1,1,8,1,0,1,1.69687E+15,2,45.122803,36.5625,906250000,2.110757564,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2365,45135109,1.69687E+15,-37,e280116060000209e445ba0a,468,1396,1,1,8,1,0,1,1.69687E+15,2,45.135109,29.25,906250000,2.14143718,15.70593773,15.30194285,33899.5775,0.199526231,0.330805471
2366,45160256,1.69687E+15,-37,e280116060000209e445ba0a,156,660,1,1,9,1,0,1,1.69687E+15,2,45.160256,9.75,906750000,1.01242732,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2367,45180449,1.69687E+15,-37,e280116060000209e445ba0a,195,660,1,1,9,1,0,1,1.69687E+15,2,45.180449,12.1875,906750000,1.01242732,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2368,45192870,1.69687E+15,-37,e280116060000209e445ba0a,273,620,1,1,9,1,0,1,1.69687E+15,2,45.19287,17.0625,906750000,0.951068088,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2369,45204768,1.69687E+15,-37,e280116060000209e445ba0a,-156,664,1,1,9,1,0,1,1.69687E+15,2,45.204768,-9.75,906750000,1.018563243,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2370,45230404,1.69687E+15,-37,e280116060000209e445ba0a,78,664,1,1,9,1,0,1,1.69687E+15,2,45.230404,4.875,906750000,1.018563243,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2371,45250257,1.69687E+15,-37,e280116060000209e445ba0a,117,664,1,1,9,1,0,1,1.69687E+15,2,45.250257,7.3125,906750000,1.018563243,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2372,45263135,1.69687E+15,-37,e280116060000209e445ba0a,39,668,1,1,9,1,0,1,1.69687E+15,2,45.263135,2.4375,906750000,1.024699166,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2373,45290197,1.69687E+15,-37,e280116060000209e445ba0a,-390,664,1,1,9,1,0,1,1.69687E+15,2,45.290197,-24.375,906750000,1.018563243,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2374,45310486,1.69687E+15,-37,e280116060000209e445ba0a,-273,632,1,1,9,1,0,1,1.69687E+15,2,45.310486,-17.0625,906750000,0.969475858,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2375,45322613,1.69687E+15,-37,e280116060000209e445ba0a,-234,668,1,1,9,1,0,1,1.69687E+15,2,45.322613,-14.625,906750000,1.024699166,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2376,45350379,1.69687E+15,-37,e280116060000209e445ba0a,-156,648,1,1,9,1,0,1,1.69687E+15,2,45.350379,-9.75,906750000,0.994019551,15.70590059,15.31152464,33974.4523,0.199526231,0.330623058
2377,45370590,1.69687E+15,-38,e280116060000209e445ba0a,39,2596,1,1,10,1,0,1,1.69687E+15,2,45.37059,2.4375,907250000,3.982214125,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2378,45383616,1.69687E+15,-38,e280116060000209e445ba0a,156,2592,1,1,10,1,0,1,1.69687E+15,2,45.383616,9.75,907250000,3.976078202,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2379,45395899,1.69687E+15,-54,e280116060000209e4454a0a,-546,336,1,1,10,1,0,1,1.69687E+15,2,45.395899,-34.125,907250000,0.515417545,32.70585817,32.32110115,1706515.018,0.003981072,0.330440847
2380,45408197,1.69687E+15,-38,e280116060000209e445ba0a,234,2588,1,1,10,1,0,1,1.69687E+15,2,45.408197,14.625,907250000,3.969942279,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2381,45420967,1.69687E+15,-38,e280116060000209e445ba0a,234,2596,1,1,10,1,0,1,1.69687E+15,2,45.420967,14.625,907250000,3.982214125,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2382,45434196,1.69687E+15,-38,e280116060000209e445ba0a,0,2600,1,1,10,1,0,1,1.69687E+15,2,45.434196,0,907250000,3.988350049,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2383,45460298,1.69687E+15,-38,e280116060000209e445ba0a,117,2596,1,1,10,1,0,1,1.69687E+15,2,45.460298,7.3125,907250000,3.982214125,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2384,45473078,1.69687E+15,-54,e280116060000209e445f01a,1718,3120,1,1,10,1,0,1,1.69687E+15,2,45.473078,107.375,907250000,4.786020058,32.70585817,32.32110115,1706515.018,0.003981072,0.330440847
2385,45500241,1.69687E+15,-53,e280116060000209e445f01a,-625,3152,1,1,10,1,0,1,1.69687E+15,2,45.500241,-39.0625,907250000,4.835107443,31.70585817,31.32110115,1355533.062,0.005011872,0.330440847
2386,45520246,1.69687E+15,-38,e280116060000209e445ba0a,156,2596,1,1,10,1,0,1,1.69687E+15,2,45.520246,9.75,907250000,3.982214125,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2387,45540066,1.69687E+15,-38,e280116060000209e445ba0a,117,2592,1,1,10,1,0,1,1.69687E+15,2,45.540066,7.3125,907250000,3.976078202,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2388,45553290,1.69687E+15,-38,e280116060000209e445ba0a,234,2588,1,1,10,1,0,1,1.69687E+15,2,45.55329,14.625,907250000,3.969942279,16.70585817,16.32110115,42865.7192,0.158489319,0.330440847
2389,45576846,1.69687E+15,-37,e280116060000209e445ba0a,781,1444,1,1,11,1,0,1,1.69687E+15,2,45.576846,48.8125,907750000,2.215068258,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2390,45600579,1.69687E+15,-37,e280116060000209e445ba0a,-312,1520,1,1,11,1,0,1,1.69687E+15,2,45.600579,-19.5,907750000,2.331650798,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2391,45615204,1.69687E+15,-37,e280116060000209e445ba0a,-273,1512,1,1,11,1,0,1,1.69687E+15,2,45.615204,-17.0625,907750000,2.319378951,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2392,45634693,1.69687E+15,-37,e280116060000209e445ba0a,156,1468,1,1,11,1,0,1,1.69687E+15,2,45.634693,9.75,907750000,2.251883797,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2393,45660101,1.69687E+15,-37,e280116060000209e445ba0a,-273,1536,1,1,11,1,0,1,1.69687E+15,2,45.660101,-17.0625,907750000,2.35619449,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2394,45690173,1.69687E+15,-37,e280116060000209e445ba0a,-195,1500,1,1,11,1,0,1,1.69687E+15,2,45.690173,-12.1875,907750000,2.300971182,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2395,45712305,1.69687E+15,-37,e280116060000209e445ba0a,156,1500,1,1,11,1,0,1,1.69687E+15,2,45.712305,9.75,907750000,2.300971182,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2396,45731992,1.69687E+15,-37,e280116060000209e445ba0a,664,1456,1,1,11,1,0,1,1.69687E+15,2,45.731992,41.5,907750000,2.233476027,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2397,45760344,1.69687E+15,-37,e280116060000209e445ba0a,351,1492,1,1,11,1,0,1,1.69687E+15,2,45.760344,21.9375,907750000,2.288699336,15.70581048,15.33067238,34124.57392,0.199526231,0.330258836
2398,45784962,1.69687E+15,-53,e280116060000209e4454c2a,1601,524,1,1,12,1,0,1,1.69687E+15,2,45.784962,100.0625,908250000,0.803805933,31.70575751,31.34023833,1361519.398,0.005011872,0.330077025
2399,45798157,1.69687E+15,-53,e280116060000209e445f01a,1875,3584,1,1,12,1,0,1,1.69687E+15,2,45.798157,117.1875,908250000,5.497787144,31.70575751,31.34023833,1361519.398,0.005011872,0.330077025
2400,45820079,1.69687E+15,-55,e280116060000209e445f01a,-2070,3828,1,1,12,1,0,1,1.69687E+15,2,45.820079,-129.375,908250000,5.872078456,33.70575751,33.34023833,2157862.826,0.003162278,0.330077025
2401,45832805,1.69687E+15,-38,e280116060000209e445ba0a,-39,3156,1,1,12,1,0,1,1.69687E+15,2,45.832805,-2.4375,908250000,4.841243367,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2402,45844988,1.69687E+15,-38,e280116060000209e445ba0a,39,3148,1,1,12,1,0,1,1.69687E+15,2,45.844988,2.4375,908250000,4.82897152,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2403,45857639,1.69687E+15,-38,e280116060000209e445ba0a,78,3148,1,1,12,1,0,1,1.69687E+15,2,45.857639,4.875,908250000,4.82897152,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2404,45870649,1.69687E+15,-52,e280116060000209e4454a0a,-390,1348,1,1,12,1,0,1,1.69687E+15,2,45.870649,-24.375,908250000,2.067806102,30.70575751,30.34023833,1081493.3,0.006309573,0.330077025
2405,45883051,1.69687E+15,-55,e280116060000209e4454c2a,195,740,1,1,12,1,0,1,1.69687E+15,2,45.883051,12.1875,908250000,1.135145783,33.70575751,33.34023833,2157862.826,0.003162278,0.330077025
2406,45910055,1.69687E+15,-38,e280116060000209e445ba0a,78,3148,1,1,12,1,0,1,1.69687E+15,2,45.910055,4.875,908250000,4.82897152,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2407,45922969,1.69687E+15,-38,e280116060000209e445ba0a,0,3152,1,1,12,1,0,1,1.69687E+15,2,45.922969,0,908250000,4.835107443,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2408,45935135,1.69687E+15,-38,e280116060000209e445ba0a,156,3144,1,1,12,1,0,1,1.69687E+15,2,45.935135,9.75,908250000,4.822835597,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2409,45947535,1.69687E+15,-38,e280116060000209e445ba0a,156,3148,1,1,12,1,0,1,1.69687E+15,2,45.947535,9.75,908250000,4.82897152,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2410,45960065,1.69687E+15,-38,e280116060000209e445ba0a,156,3148,1,1,12,1,0,1,1.69687E+15,2,45.960065,9.75,908250000,4.82897152,16.70575751,16.34023833,43055.02377,0.158489319,0.330077025
2411,45983410,1.69687E+15,-37,e280116060000209e445ba0a,312,900,1,1,13,1,0,1,1.69687E+15,2,45.98341,19.5,908750000,1.380582709,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2412,45997484,1.69687E+15,-37,e280116060000209e445ba0a,-156,928,1,1,13,1,0,1,1.69687E+15,2,45.997484,-9.75,908750000,1.423534171,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2413,46011396,1.69687E+15,-37,e280116060000209e445ba0a,-273,928,1,1,13,1,0,1,1.69687E+15,2,46.011396,-17.0625,908750000,1.423534171,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2414,46031571,1.69687E+15,-37,e280116060000209e445ba0a,234,924,1,1,13,1,0,1,1.69687E+15,2,46.031571,14.625,908750000,1.417398248,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2415,46045742,1.69687E+15,-37,e280116060000209e445ba0a,351,896,1,1,13,1,0,1,1.69687E+15,2,46.045742,21.9375,908750000,1.374446786,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2416,46071778,1.69687E+15,-37,e280116060000209e445ba0a,507,904,1,1,13,1,0,1,1.69687E+15,2,46.071778,31.6875,908750000,1.386718632,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2417,46101569,1.69687E+15,-37,e280116060000209e445ba0a,117,916,1,1,13,1,0,1,1.69687E+15,2,46.101569,7.3125,908750000,1.405126402,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2418,46121425,1.69687E+15,-37,e280116060000209e445ba0a,117,928,1,1,13,1,0,1,1.69687E+15,2,46.121425,7.3125,908750000,1.423534171,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2419,46142907,1.69687E+15,-37,e280116060000209e445ba0a,273,900,1,1,13,1,0,1,1.69687E+15,2,46.142907,17.0625,908750000,1.380582709,15.70569928,15.34979903,34275.1925,0.199526231,0.329895415
2420,46186273,1.69687E+15,-54,e280116060000209e4454a0a,1171,308,1,1,14,1,0,1,1.69687E+15,2,46.186273,73.1875,909250000,0.472466083,32.70563578,32.35935446,1721612.654,0.003981072,0.329714004
2421,46199313,1.69687E+15,-54,e280116060000209e445f01a,-1289,3064,1,1,14,1,0,1,1.69687E+15,2,46.199313,-80.5625,909250000,4.700117134,32.70563578,32.35935446,1721612.654,0.003981072,0.329714004
2422,46220228,1.69687E+15,-38,e280116060000209e445ba0a,0,2516,1,1,14,1,0,1,1.69687E+15,2,46.220228,0,909250000,3.859495662,16.70563578,16.35935446,43244.95466,0.158489319,0.329714004
2423,46232738,1.69687E+15,-38,e280116060000209e445ba0a,273,2504,1,1,14,1,0,1,1.69687E+15,2,46.232738,17.0625,909250000,3.841087893,16.70563578,16.35935446,43244.95466,0.158489319,0.329714004
2424,46245044,1.69687E+15,-38,e280116060000209e445ba0a,312,2492,1,1,14,1,0,1,1.69687E+15,2,46.245044,19.5,909250000,3.822680123,16.70563578,16.35935446,43244.95466,0.158489319,0.329714004
2425,46257985,1.69687E+15,-54,e280116060000209e445f01a,-1093,3084,1,1,14,1,0,1,1.69687E+15,2,46.257985,-68.3125,909250000,4.73079675,32.70563578,32.35935446,1721612.654,0.003981072,0.329714004
2426,46280085,1.69687E+15,-38,e280116060000209e445ba0a,234,2500,1,1,14,1,0,1,1.69687E+15,2,46.280085,14.625,909250000,3.83495197,16.70563578,16.35935446,43244.95466,0.158489319,0.329714004
2427,46292849,1.69687E+15,-38,e280116060000209e445ba0a,-117,2512,1,1,14,1,0,1,1.69687E+15,2,46.292849,-7.3125,909250000,3.853359739,16.70563578,16.35935446,43244.95466,0.158489319,0.329714004
2428,46320037,1.69687E+15,-38,e280116060000209e445ba0a,195,2504,1,1,14,1,0,1,1.69687E+15,2,46.320037,12.1875,909250000,3.841087893,16.70563578,16.35935446,43244.95466,0.158489319,0.329714004
2429,46333070,1.69687E+15,-53,e280116060000209e445f01a,78,2948,1,1,14,1,0,1,1.69687E+15,2,46.33307,4.875,909250000,4.522175363,31.70563578,31.35935446,1367525.54,0.005011872,0.329714004
2430,46360198,1.69687E+15,-54,e280116060000209e4454a0a,-957,352,1,1,14,1,0,1,1.69687E+15,2,46.360198,-59.8125,909250000,0.539961237,32.70563578,32.35935446,1721612.654,0.003981072,0.329714004
2431,46386206,1.69687E+15,-54,e280116060000209e4454c2a,1953,3508,1,1,15,1,0,1,1.69687E+15,2,46.386206,122.0625,909750000,5.381204604,32.70556704,32.36890464,1725402.664,0.003981072,0.329532793
2432,46400136,1.69687E+15,-53,e280116060000209e445f01a,546,2856,1,1,15,1,0,1,1.69687E+15,2,46.400136,34.125,909750000,4.38104913,31.70556704,31.36890464,1370536.052,0.005011872,0.329532793
2433,46412140,1.69687E+15,-38,e280116060000209e445ba0a,390,2304,1,1,15,1,0,1,1.69687E+15,2,46.41214,24.375,909750000,3.534291735,16.70556704,16.36890464,43340.1554,0.158489319,0.329532793
2434,46440296,1.69687E+15,-38,e280116060000209e445ba0a,273,2316,1,1,15,1,0,1,1.69687E+15,2,46.440296,17.0625,909750000,3.552699505,16.70556704,16.36890464,43340.1554,0.158489319,0.329532793
2435,46454035,1.69687E+15,-54,e280116060000209e4454a0a,195,3920,1,1,15,1,0,1,1.69687E+15,2,46.454035,12.1875,909750000,6.013204689,32.70556704,32.36890464,1725402.664,0.003981072,0.329532793
2436,46466301,1.69687E+15,-37,e280116060000209e445ba0a,-78,2340,1,1,15,1,0,1,1.69687E+15,2,46.466301,-4.875,909750000,3.589515044,15.70556704,15.36890464,34426.30913,0.199526231,0.329532793
2437,46478517,1.69687E+15,-54,e280116060000209e4454c2a,-1445,3736,1,1,15,1,0,1,1.69687E+15,2,46.478517,-90.3125,909750000,5.730952224,32.70556704,32.36890464,1725402.664,0.003981072,0.329532793
2438,46500566,1.69687E+15,-55,e280116060000209e4454a0a,-507,3984,1,1,15,1,0,1,1.69687E+15,2,46.500566,-31.6875,909750000,6.111379459,33.70556704,33.36890464,2172153.259,0.003162278,0.329532793
2439,46513187,1.69687E+15,-54,e280116060000209e4454c2a,-585,3612,1,1,15,1,0,1,1.69687E+15,2,46.513187,-36.5625,909750000,5.540738606,32.70556704,32.36890464,1725402.664,0.003981072,0.329532793
2440,46540082,1.69687E+15,-37,e280116060000209e445ba0a,39,2332,1,1,15,1,0,1,1.69687E+15,2,46.540082,2.4375,909750000,3.577243197,15.70556704,15.36890464,34426.30913,0.199526231,0.329532793
2441,46553431,1.69687E+15,-54,e280116060000209e4454c2a,-703,3924,1,1,15,1,0,1,1.69687E+15,2,46.553431,-43.9375,909750000,6.019340612,32.70556704,32.36890464,1725402.664,0.003981072,0.329532793
2442,46580414,1.69687E+15,-38,e280116060000209e445ba0a,390,2320,1,1,15,1,0,1,1.69687E+15,2,46.580414,24.375,909750000,3.558835428,16.70556704,16.36890464,43340.1554,0.158489319,0.329532793
2443,46599409,1.69687E+15,-58,e280116060000209e4454c2a,-156,1424,1,1,16,1,0,1,1.69687E+15,2,46.599409,-9.75,910250000,2.184388642,36.70549305,36.37844958,4343551.324,0.001584893,0.32935178
2444,46615821,1.69687E+15,-55,e280116060000209e445f01a,-117,3956,1,1,16,1,0,1,1.69687E+15,2,46.615821,-7.3125,910250000,6.068427997,33.70549305,33.37844958,2176932.472,0.003162278,0.32935178
2445,46640497,1.69687E+15,-55,e280116060000209e445f01a,1875,3868,1,1,16,1,0,1,1.69687E+15,2,46.640497,117.1875,910250000,5.933437688,33.70549305,33.37844958,2176932.472,0.003162278,0.32935178
2446,46670247,1.69687E+15,-55,e280116060000209e445f01a,507,3836,1,1,16,1,0,1,1.69687E+15,2,46.670247,31.6875,910250000,5.884350302,33.70549305,33.37844958,2176932.472,0.003162278,0.32935178
2447,46690655,1.69687E+15,-38,e280116060000209e445ba0a,-117,3644,1,1,16,1,0,1,1.69687E+15,2,46.690655,-7.3125,910250000,5.589825991,16.70549305,16.37844958,43435.51324,0.158489319,0.32935178
