relativetimestamp,antennastate,prxetc,phaserads,x,y,epc96
18670119,3,15.7039094,0.490873852,0,1,e280116060000209e445ba0a
18690157,3,15.7039094,0.539961237,0,1,e280116060000209e445ba0a
18710197,3,15.7039094,0.539961237,0,1,e280116060000209e445ba0a
18730094,3,15.7039094,0.521553468,0,1,e280116060000209e445ba0a
18750552,3,15.7039094,0.472466083,0,1,e280116060000209e445ba0a
18770550,3,15.70375739,1.141281706,0,1,e280116060000209e445ba0a
18782761,3,15.70375739,1.11060209,0,1,e280116060000209e445ba0a
18810080,3,15.70375739,1.116738014,0,1,e280116060000209e445ba0a
18824092,3,15.70375739,1.141281706,0,1,e280116060000209e445ba0a
18837682,3,15.70375739,1.171961322,0,1,e280116060000209e445ba0a
18861674,3,15.70375739,1.11060209,0,1,e280116060000209e445ba0a
18892261,3,15.70375739,1.122873937,0,1,e280116060000209e445ba0a
18907468,3,15.70375739,1.153553552,0,1,e280116060000209e445ba0a
18932260,3,15.70375739,1.165825399,0,1,e280116060000209e445ba0a
18961872,3,15.70375739,1.141281706,0,1,e280116060000209e445ba0a
18980315,3,34.70360021,6.227961999,1,1,e280116060000209e445f01a
19000091,3,16.70360021,6.148194998,0,1,e280116060000209e445ba0a
19013476,3,16.70360021,6.123651305,0,1,e280116060000209e445ba0a
19040053,3,32.70360021,3.675417968,0,0,e280116060000209e4454a0a
19053318,3,16.70360021,6.142059075,0,1,e280116060000209e445ba0a
19065679,3,32.70360021,3.644738352,0,0,e280116060000209e4454a0a
19090481,3,16.70360021,6.123651305,0,1,e280116060000209e445ba0a
19110235,3,16.70360021,6.142059075,0,1,e280116060000209e445ba0a
19130369,3,34.70360021,3.031146037,1,0,e280116060000209e4454c2a
19150278,3,16.70360021,6.129787228,0,1,e280116060000209e445ba0a
19170202,3,32.70360021,3.362485887,0,0,e280116060000209e4454a0a
19189183,3,32.70343789,0.742446701,1,0,e280116060000209e4454c2a
19210265,3,16.70343789,4.460816131,0,1,e280116060000209e445ba0a
19230154,3,16.70343789,4.448544285,0,1,e280116060000209e445ba0a
19244003,3,32.70343789,0.705631162,1,0,e280116060000209e4454c2a
19270236,3,16.70343789,4.448544285,0,1,e280116060000209e445ba0a
19282900,3,16.70343789,4.460816131,0,1,e280116060000209e445ba0a
19294941,3,16.70343789,4.473087977,0,1,e280116060000209e445ba0a
19320297,3,31.70343789,5.233942448,1,1,e280116060000209e445f01a
19340219,3,31.70343789,5.154175447,1,1,e280116060000209e445f01a
19360104,3,16.70343789,4.466952054,0,1,e280116060000209e445ba0a
19380231,3,16.70343789,4.460816131,0,1,e280116060000209e445ba0a
19400160,3,16.70327042,4.344233591,0,1,e280116060000209e445ba0a
19420182,3,16.70327042,4.350369514,0,1,e280116060000209e445ba0a
19450000,3,16.70327042,4.331961745,0,1,e280116060000209e445ba0a
19462492,3,16.70327042,4.356505438,0,1,e280116060000209e445ba0a
19475646,3,16.70327042,4.350369514,0,1,e280116060000209e445ba0a
19487948,3,16.70327042,4.344233591,0,1,e280116060000209e445ba0a
19500572,3,16.70327042,4.344233591,0,1,e280116060000209e445ba0a
19513476,3,16.70327042,4.344233591,0,1,e280116060000209e445ba0a
19525281,2,16.70327042,4.344233591,0,1,e280116060000209e445ba0a
19550528,2,33.70327042,0.177941771,1,0,e280116060000209e4454c2a
19570524,2,16.70327042,4.331961745,0,1,e280116060000209e445ba0a
19590059,2,31.70327042,5.141903601,1,1,e280116060000209e445f01a
19608617,2,17.70309782,4.693981211,0,1,e280116060000209e445ba0a
19623954,2,30.70309782,1.638291481,0,0,e280116060000209e4454a0a
19650441,2,17.70309782,4.687845288,0,1,e280116060000209e445ba0a
19662920,2,16.70309782,4.681709365,0,1,e280116060000209e445ba0a
19690077,2,32.70309782,1.006291397,1,0,e280116060000209e4454c2a
19710104,2,17.70309782,4.706253057,0,1,e280116060000209e445ba0a
19730354,2,17.70309782,4.687845288,0,1,e280116060000209e445ba0a
19750650,2,17.70309782,4.669437518,0,1,e280116060000209e445ba0a
19770068,2,17.70309782,4.669437518,0,1,e280116060000209e445ba0a
19782679,2,31.70309782,1.705786636,0,0,e280116060000209e4454a0a
19810237,2,30.70292008,4.319689899,1,1,e280116060000209e445f01a
19823009,2,16.70292008,3.466796581,0,1,e280116060000209e445ba0a
19835067,2,16.70292008,3.448388811,0,1,e280116060000209e445ba0a
19860060,2,30.70292008,4.540583132,1,1,e280116060000209e445f01a
19880094,2,16.70292008,3.429981042,0,1,e280116060000209e445ba0a
19893105,2,32.70292008,5.927301764,1,0,e280116060000209e4454c2a
19906658,2,33.70292008,0.049087385,0,0,e280116060000209e4454a0a
19920826,2,32.70292008,5.448699759,1,0,e280116060000209e4454c2a
19950178,2,16.70292008,3.454524734,0,1,e280116060000209e445ba0a
19963810,2,32.70292008,5.203262833,1,0,e280116060000209e4454c2a
19977462,2,15.70292008,3.460660657,0,1,e280116060000209e445ba0a
20000351,2,15.70292008,3.466796581,0,1,e280116060000209e445ba0a
20015858,2,15.70273721,2.810252803,0,1,e280116060000209e445ba0a
20033608,2,32.70273721,4.878058905,1,0,e280116060000209e4454c2a
20060109,2,15.70273721,2.810252803,0,1,e280116060000209e445ba0a
20072569,2,31.70273721,4.927146291,1,0,e280116060000209e4454c2a
20085260,2,15.70273721,2.810252803,0,1,e280116060000209e445ba0a
20097437,2,15.70273721,2.82252465,0,1,e280116060000209e445ba0a
20109966,2,15.70273721,2.847068342,0,1,e280116060000209e445ba0a
20122971,2,31.70273721,5.148039524,1,0,e280116060000209e4454c2a
20138420,2,31.70273721,3.963806356,1,1,e280116060000209e445f01a
20160507,2,15.70273721,2.773437264,0,1,e280116060000209e445ba0a
20180243,2,15.70273721,2.828660573,0,1,e280116060000209e445ba0a
20200133,2,15.70273721,2.791845034,0,1,e280116060000209e445ba0a
20218815,2,16.70254921,0.184077695,0,1,e280116060000209e445ba0a
20231627,2,34.70254921,0.319068004,1,1,e280116060000209e445f01a
20243911,2,16.70254921,0.184077695,0,1,e280116060000209e445ba0a
20256604,2,33.70254921,3.607922813,0,0,e280116060000209e4454a0a
20280163,2,33.70254921,3.877903432,0,0,e280116060000209e4454a0a
20300279,2,16.70254921,0.165669925,0,1,e280116060000209e445ba0a
20320200,2,31.70254921,4.129476281,0,0,e280116060000209e4454a0a
20340342,2,34.70254921,6.105243536,1,1,e280116060000209e445f01a
20360250,2,16.70254921,0.171805848,0,1,e280116060000209e445ba0a
20372625,2,16.70254921,0.171805848,0,1,e280116060000209e445ba0a
20400264,2,33.70254921,4.086524819,0,0,e280116060000209e4454a0a
20426191,2,16.7023561,5.16031137,0,1,e280116060000209e445ba0a
20450424,2,16.7023561,5.166447294,0,1,e280116060000209e445ba0a
20470283,2,30.7023561,2.528000338,0,0,e280116060000209e4454a0a
20483669,2,31.7023561,2.429825568,0,0,e280116060000209e4454a0a
20510388,2,32.7023561,5.767767762,1,1,e280116060000209e445f01a
20530247,2,30.7023561,2.509592569,0,0,e280116060000209e4454a0a
20550548,2,16.7023561,5.148039524,0,1,e280116060000209e445ba0a
20570070,2,16.7023561,5.16031137,0,1,e280116060000209e445ba0a
20590492,2,16.7023561,5.154175447,0,1,e280116060000209e445ba0a
20610115,2,16.7023561,5.16031137,0,1,e280116060000209e445ba0a
20629375,2,15.70215788,2.460505184,0,1,e280116060000209e445ba0a
20641755,2,15.70215788,2.399145952,0,1,e280116060000209e445ba0a
20654835,2,15.70215788,2.393010029,0,1,e280116060000209e445ba0a
20680094,2,15.70215788,2.423689645,0,1,e280116060000209e445ba0a
20700337,2,15.70215788,2.423689645,0,1,e280116060000209e445ba0a
20712728,2,15.70215788,2.411417799,0,1,e280116060000209e445ba0a
20726372,2,31.70215788,4.301282129,1,0,e280116060000209e4454c2a
20741494,2,34.70215788,4.313553976,1,0,e280116060000209e4454c2a
20755475,2,15.70215788,2.417553722,0,1,e280116060000209e445ba0a
20780396,2,15.70215788,2.4911848,0,1,e280116060000209e445ba0a
20800363,2,15.70215788,2.485048876,0,1,e280116060000209e445ba0a
20812641,2,15.70215788,2.411417799,0,1,e280116060000209e445ba0a
20831525,2,16.70195456,5.043728831,0,1,e280116060000209e445ba0a
20843386,2,30.70195456,2.264155643,0,0,e280116060000209e4454a0a
20870116,2,29.70195456,2.23961195,0,0,e280116060000209e4454a0a
20890240,2,16.70195456,5.037592907,0,1,e280116060000209e445ba0a
20903137,2,16.70195456,5.049864754,0,1,e280116060000209e445ba0a
20930289,2,16.70195456,5.031456984,0,1,e280116060000209e445ba0a
20942786,2,16.70195456,5.037592907,0,1,e280116060000209e445ba0a
20955598,2,30.70195456,2.221204181,0,0,e280116060000209e4454a0a
20967751,2,16.70195456,5.049864754,0,1,e280116060000209e445ba0a
20980008,2,37.70195456,1.570796327,1,0,e280116060000209e4454c2a
20992657,2,29.70195456,2.282563412,0,0,e280116060000209e4454a0a
21005469,2,32.70195456,5.749359993,1,1,e280116060000209e445f01a
21017654,2,16.70195456,5.049864754,0,1,e280116060000209e445ba0a
21040504,2,16.70174613,2.93910719,0,1,e280116060000209e445ba0a
21060115,2,16.70174613,2.982058652,0,1,e280116060000209e445ba0a
21080271,2,15.70174613,2.951379036,0,1,e280116060000209e445ba0a
21093335,2,15.70174613,2.969786805,0,1,e280116060000209e445ba0a
21120090,2,16.70174613,2.932971266,0,1,e280116060000209e445ba0a
21132974,2,32.70174613,5.056000677,1,0,e280116060000209e4454c2a
21160126,2,16.70174613,2.926835343,0,1,e280116060000209e445ba0a
21180678,2,16.70174613,2.957514959,0,1,e280116060000209e445ba0a
21193084,2,32.70174613,5.264622064,1,0,e280116060000209e4454c2a
21230244,2,16.70174613,2.93910719,0,1,e280116060000209e445ba0a
21251585,2,31.70153261,4.558990902,1,1,e280116060000209e445f01a
21263778,2,16.70153261,3.344078118,0,1,e280116060000209e445ba0a
21276472,2,15.70153261,3.325670348,0,1,e280116060000209e445ba0a
21289967,2,32.70153261,5.7248163,1,0,e280116060000209e4454c2a
21320563,2,33.70153261,6.086835766,0,0,e280116060000209e4454a0a
21334924,2,16.70153261,3.301126656,0,1,e280116060000209e445ba0a
21360454,2,32.70153261,5.945709534,1,0,e280116060000209e4454c2a
21380079,2,32.70153261,5.503923067,1,0,e280116060000209e4454c2a
21392819,2,32.70153261,5.264622064,1,0,e280116060000209e4454c2a
21405404,2,32.70153261,5.767767762,1,0,e280116060000209e4454c2a
21430980,2,33.70153261,6.264777538,0,0,e280116060000209e4454a0a
21449716,2,16.701314,5.970253226,0,1,e280116060000209e445ba0a
21470085,2,35.701314,0.159534002,1,1,e280116060000209e445f01a
21490343,2,16.701314,5.982525073,0,1,e280116060000209e445ba0a
21510255,2,15.701314,5.951845457,0,1,e280116060000209e445ba0a
21522758,2,34.701314,6.17273869,1,1,e280116060000209e445f01a
21536291,2,16.701314,5.95798138,0,1,e280116060000209e445ba0a
21560090,2,35.701314,2.994330498,1,0,e280116060000209e4454c2a
21580110,2,16.701314,5.970253226,0,1,e280116060000209e445ba0a
21600127,2,15.701314,5.964117303,0,1,e280116060000209e445ba0a
21620046,2,16.701314,5.95798138,0,1,e280116060000209e445ba0a
21632670,2,16.701314,5.95798138,0,1,e280116060000209e445ba0a
21660097,2,15.7010903,2.712078033,0,1,e280116060000209e445ba0a
21680633,2,15.7010903,2.650718801,0,1,e280116060000209e445ba0a
21700436,2,15.7010903,2.699806187,0,1,e280116060000209e445ba0a
21713183,2,30.7010903,4.669437518,1,0,e280116060000209e4454c2a
21740205,2,15.7010903,2.681398417,0,1,e280116060000209e445ba0a
21752701,2,32.7010903,4.675573441,1,0,e280116060000209e4454c2a
21780152,2,15.7010903,2.693670264,0,1,e280116060000209e445ba0a
21800160,2,15.7010903,2.675262494,0,1,e280116060000209e445ba0a
21820598,2,15.7010903,2.68753434,0,1,e280116060000209e445ba0a
21840496,2,15.7010903,2.712078033,0,1,e280116060000209e445ba0a
21852619,2,15.7010903,2.70594211,0,1,e280116060000209e445ba0a
21867074,2,15.70086152,2.061670179,0,1,e280116060000209e445ba0a
21881571,2,15.70086152,1.969631332,0,1,e280116060000209e445ba0a
21896895,2,15.70086152,1.994175024,0,1,e280116060000209e445ba0a
21918643,2,15.70086152,2.055534256,0,1,e280116060000209e445ba0a
21942452,2,15.70086152,2.030990563,0,1,e280116060000209e445ba0a
21971525,2,15.70086152,2.012582794,0,1,e280116060000209e445ba0a
22002012,2,15.70086152,2.049398333,0,1,e280116060000209e445ba0a
22026954,2,15.70086152,2.030990563,0,1,e280116060000209e445ba0a
22039049,2,15.70086152,1.994175024,0,1,e280116060000209e445ba0a
22060061,2,15.70086152,1.883728408,0,1,e280116060000209e445ba0a
22077683,2,31.70062768,5.497787144,1,0,e280116060000209e4454c2a
22100084,2,16.70062768,3.080233422,0,1,e280116060000209e445ba0a
22118493,2,30.70062768,4.190835513,1,1,e280116060000209e445f01a
22140160,2,16.70062768,3.055689729,0,1,e280116060000209e445ba0a
22160274,2,16.70062768,3.092505268,0,1,e280116060000209e445ba0a
22180097,2,32.70062768,5.448699759,1,0,e280116060000209e4454c2a
22200214,2,16.70062768,3.067961576,0,1,e280116060000209e445ba0a
22213139,2,16.70062768,3.055689729,0,1,e280116060000209e445ba0a
22240163,2,16.70062768,3.067961576,0,1,e280116060000209e445ba0a
22260066,2,16.70062768,3.055689729,0,1,e280116060000209e445ba0a
22280095,2,15.70038876,1.877592484,0,1,e280116060000209e445ba0a
22292998,2,15.70038876,1.828505099,0,1,e280116060000209e445ba0a
22320055,2,15.70038876,1.840776945,0,1,e280116060000209e445ba0a
22340073,2,15.70038876,1.865320638,0,1,e280116060000209e445ba0a
22360082,2,15.70038876,1.822369176,0,1,e280116060000209e445ba0a
22374221,2,15.70038876,1.889864331,0,1,e280116060000209e445ba0a
22390881,2,15.70038876,1.871456561,0,1,e280116060000209e445ba0a
22411322,2,14.70038876,1.871456561,0,1,e280116060000209e445ba0a
22426995,2,14.70038876,1.889864331,0,1,e280116060000209e445ba0a
22462477,2,15.70038876,1.803961407,0,1,e280116060000209e445ba0a
22489669,2,33.70014479,4.878058905,1,1,e280116060000209e445f01a
22503646,2,32.70014479,5.105088062,1,1,e280116060000209e445f01a
22518106,2,16.70014479,4.111068512,0,1,e280116060000209e445ba0a
22531384,2,31.70014479,5.074408446,1,1,e280116060000209e445f01a
22543678,2,31.70014479,0.576776776,0,0,e280116060000209e4454a0a
22555749,2,32.70014479,0.153398079,1,0,e280116060000209e4454c2a
22568038,2,16.70014479,4.092660742,0,1,e280116060000209e445ba0a
22590045,2,16.70014479,4.098796665,0,1,e280116060000209e445ba0a
22603557,2,32.70014479,4.908738521,1,1,e280116060000209e445f01a
22630617,2,16.70014479,4.098796665,0,1,e280116060000209e445ba0a
22650552,2,16.70014479,4.104932588,0,1,e280116060000209e445ba0a
22670265,2,33.70014479,5.092816216,1,1,e280116060000209e445f01a
22696253,2,16.69989575,4.583534594,0,1,e280116060000209e445ba0a
22720116,2,32.69989575,0.871301088,1,0,e280116060000209e4454c2a
22740378,2,17.69989575,4.595806441,0,1,e280116060000209e445ba0a
22753532,2,33.69989575,5.620505607,1,1,e280116060000209e445f01a
22780638,2,33.69989575,0.877437011,1,0,e280116060000209e4454c2a
22800362,2,32.69989575,1.546252634,0,0,e280116060000209e4454a0a
22820260,2,16.69989575,4.565126825,0,1,e280116060000209e445ba0a
22840522,2,16.69989575,4.589670517,0,1,e280116060000209e445ba0a
22860739,2,16.69989575,4.577398671,0,1,e280116060000209e445ba0a
22880842,2,16.69989575,4.601942364,0,1,e280116060000209e445ba0a
22900087,2,16.70604931,0.79767001,0,1,e280116060000209e445ba0a
22913398,2,16.70604931,0.766990394,0,1,e280116060000209e445ba0a
22940199,2,16.70604931,0.730174855,0,1,e280116060000209e445ba0a
22954992,2,16.70604931,0.828349625,0,1,e280116060000209e445ba0a
22971773,2,15.70604931,0.748582624,0,1,e280116060000209e445ba0a
23002006,2,16.70604931,0.736310778,0,1,e280116060000209e445ba0a
23031588,2,15.70604931,0.760854471,0,1,e280116060000209e445ba0a
23046917,2,16.70604931,0.736310778,0,1,e280116060000209e445ba0a
23081428,2,16.70604931,0.748582624,0,1,e280116060000209e445ba0a
23101370,2,15.70604931,1.276272016,0,1,e280116060000209e445ba0a
23121724,2,15.70604931,1.257864246,0,1,e280116060000209e445ba0a
23161943,2,15.70604931,1.22718463,0,1,e280116060000209e445ba0a
23191459,2,15.70604931,1.270136092,0,1,e280116060000209e445ba0a
23222025,2,15.70604931,1.208776861,0,1,e280116060000209e445ba0a
23251437,2,15.70604931,1.257864246,0,1,e280116060000209e445ba0a
23281683,2,15.70604931,1.239456477,0,1,e280116060000209e445ba0a
23311644,2,16.70604399,5.675728915,0,1,e280116060000209e445ba0a
23340323,2,36.70604399,2.914563497,1,0,e280116060000209e4454c2a
23353436,2,33.70604399,0.159534002,1,1,e280116060000209e445f01a
23365633,2,35.70604399,2.595495493,1,0,e280116060000209e4454c2a
23390293,2,33.70604399,6.092971689,1,1,e280116060000209e445f01a
23402553,2,16.70604399,5.694136685,0,1,e280116060000209e445ba0a
23415109,2,16.70604399,5.706408531,0,1,e280116060000209e445ba0a
23440519,2,34.70604399,6.086835766,1,1,e280116060000209e445f01a
23452875,2,31.70604399,3.110913038,0,0,e280116060000209e4454a0a
23480290,2,16.70604399,5.706408531,0,1,e280116060000209e445ba0a
23492781,2,16.70604399,5.681864838,0,1,e280116060000209e445ba0a
23530130,2,15.70603335,2.497320723,0,1,e280116060000209e445ba0a
23550132,2,15.70603335,2.534136262,0,1,e280116060000209e445ba0a
23570164,2,15.70603335,2.564815877,0,1,e280116060000209e445ba0a
23582760,2,15.70603335,2.5709518,0,1,e280116060000209e445ba0a
23610224,2,30.70603335,4.632621979,1,0,e280116060000209e4454c2a
23624187,2,15.70603335,2.601631416,0,1,e280116060000209e445ba0a
23644233,2,33.70603335,4.890330752,1,0,e280116060000209e4454c2a
23670291,2,15.70603335,2.564815877,0,1,e280116060000209e445ba0a
23700395,2,15.70603335,2.564815877,0,1,e280116060000209e445ba0a
23720541,2,32.70603335,4.669437518,1,0,e280116060000209e4454c2a
23733250,2,16.7060174,4.939418137,0,1,e280116060000209e445ba0a
23745674,2,16.7060174,4.94555406,0,1,e280116060000209e445ba0a
23758791,2,16.7060174,4.933282214,0,1,e280116060000209e445ba0a
23791598,2,31.7060174,5.632777453,1,1,e280116060000209e445f01a
23820044,2,16.7060174,4.939418137,0,1,e280116060000209e445ba0a
23840171,2,16.7060174,4.921010368,0,1,e280116060000209e445ba0a
23852544,2,16.7060174,4.927146291,0,1,e280116060000209e445ba0a
23865101,2,31.7060174,5.632777453,1,1,e280116060000209e445f01a
23890410,2,16.7060174,4.951689983,0,1,e280116060000209e445ba0a
23910279,2,16.7060174,4.933282214,0,1,e280116060000209e445ba0a
23936525,2,16.70599614,5.399612373,0,1,e280116060000209e445ba0a
23948895,2,16.70599614,5.436427912,0,1,e280116060000209e445ba0a
23961298,2,32.70599614,6.019340612,1,1,e280116060000209e445f01a
23980107,2,16.70599614,5.424156066,0,1,e280116060000209e445ba0a
23992747,2,33.70599614,6.025476535,1,1,e280116060000209e445f01a
24005754,2,16.70599614,5.41188422,0,1,e280116060000209e445ba0a
24030309,2,16.70599614,5.41188422,0,1,e280116060000209e445ba0a
24050333,2,16.70599614,5.399612373,0,1,e280116060000209e445ba0a
24063500,2,33.70599614,0.036815539,1,1,e280116060000209e445f01a
24076787,2,33.70599614,2.061670179,1,0,e280116060000209e4454c2a
24100154,2,32.70599614,6.031612458,1,1,e280116060000209e445f01a
24120092,2,33.70599614,0.036815539,1,1,e280116060000209e445f01a
24141995,2,15.70596958,1.69351479,0,1,e280116060000209e445ba0a
24171713,2,15.70596958,1.69351479,0,1,e280116060000209e445ba0a
24191360,2,15.70596958,1.681242944,0,1,e280116060000209e445ba0a
24221543,2,15.70596958,1.668971097,0,1,e280116060000209e445ba0a
24252158,2,15.70596958,1.742602175,0,1,e280116060000209e445ba0a
24282005,2,15.70596958,1.767145868,0,1,e280116060000209e445ba0a
24301767,2,15.70596958,1.748738098,0,1,e280116060000209e445ba0a
24332513,2,15.70596958,1.699650713,0,1,e280116060000209e445ba0a
24346691,2,15.70593773,2.098485718,0,1,e280116060000209e445ba0a
24369806,2,15.70593773,2.165980872,0,1,e280116060000209e445ba0a
24391438,2,15.70593773,2.172116796,0,1,e280116060000209e445ba0a
24421453,2,15.70593773,2.196660488,0,1,e280116060000209e445ba0a
24451486,2,15.70593773,2.135301257,0,1,e280116060000209e445ba0a
24465696,2,15.70593773,2.086213872,0,1,e280116060000209e445ba0a
24490085,2,15.70593773,2.172116796,0,1,e280116060000209e445ba0a
24502994,2,15.70593773,2.178252719,0,1,e280116060000209e445ba0a
24530041,2,15.70593773,2.190524565,0,1,e280116060000209e445ba0a
24548608,2,15.70590059,0.994019551,0,1,e280116060000209e445ba0a
24570084,2,15.70590059,0.987883627,0,1,e280116060000209e445ba0a
24590344,0,15.70590059,1.018563243,0,1,e280116060000209e445ba0a
24605874,0,15.70590059,1.030835089,0,1,e280116060000209e445ba0a
24632036,0,15.70590059,0.951068088,0,1,e280116060000209e445ba0a
24661518,0,15.70590059,1.018563243,0,1,e280116060000209e445ba0a
24681617,0,15.70590059,0.951068088,0,1,e280116060000209e445ba0a
24711730,0,15.70590059,0.987883627,0,1,e280116060000209e445ba0a
24748144,0,16.70585817,3.976078202,0,1,e280116060000209e445ba0a
24770109,0,31.70585817,4.896466675,1,1,e280116060000209e445f01a
24800046,0,31.70585817,0.576776776,0,0,e280116060000209e4454a0a
24820107,0,32.70585817,0.607456392,0,0,e280116060000209e4454a0a
24833406,0,31.70585817,4.859651136,1,1,e280116060000209e445f01a
24860242,0,31.70585817,4.890330752,1,1,e280116060000209e445f01a
24872778,0,32.70585817,0.34974762,1,0,e280116060000209e4454c2a
24885656,0,16.70585817,3.969942279,0,1,e280116060000209e445ba0a
24898475,0,16.70585817,3.957670433,0,1,e280116060000209e445ba0a
24911844,0,16.70585817,3.957670433,0,1,e280116060000209e445ba0a
24926196,0,34.70585817,0.171805848,1,0,e280116060000209e4454c2a
24940314,0,16.70585817,3.963806356,0,1,e280116060000209e445ba0a
24969022,0,15.70581048,2.325514874,0,1,e280116060000209e445ba0a
25000944,0,31.70581048,4.098796665,1,0,e280116060000209e4454c2a
25012996,0,15.70581048,2.307107105,0,1,e280116060000209e445ba0a
25040395,0,15.70581048,2.313243028,0,1,e280116060000209e445ba0a
25060536,0,15.70581048,2.325514874,0,1,e280116060000209e445ba0a
25080446,0,15.70581048,2.325514874,0,1,e280116060000209e445ba0a
25100063,0,15.70581048,2.276427489,0,1,e280116060000209e445ba0a
25112907,0,15.70581048,2.300971182,0,1,e280116060000209e445ba0a
25125439,0,15.70581048,2.307107105,0,1,e280116060000209e445ba0a
25150741,0,15.70581048,2.294835259,0,1,e280116060000209e445ba0a
25171394,0,33.70575751,1.300815708,1,0,e280116060000209e4454c2a
25190478,0,17.70575751,4.816699674,0,1,e280116060000209e445ba0a
25210105,0,30.70575751,1.889864331,0,0,e280116060000209e4454a0a
25222832,0,16.70575751,4.822835597,0,1,e280116060000209e445ba0a
25250279,0,33.70575751,1.178097245,1,0,e280116060000209e4454c2a
25270079,0,32.70575751,5.51005899,1,1,e280116060000209e445f01a
25300129,0,30.70575751,1.889864331,0,0,e280116060000209e4454a0a
25320645,0,30.70575751,1.932815793,0,0,e280116060000209e4454a0a
25340276,0,31.70575751,5.485515297,1,1,e280116060000209e445f01a
25353266,0,16.70575751,4.804427828,0,1,e280116060000209e445ba0a
25382120,0,15.70569928,1.435806017,0,1,e280116060000209e445ba0a
25401903,0,15.70569928,1.380582709,0,1,e280116060000209e445ba0a
25432556,0,15.70569928,1.429670094,0,1,e280116060000209e445ba0a
25446301,0,15.70569928,1.417398248,0,1,e280116060000209e445ba0a
25459873,0,15.70569928,1.454213787,0,1,e280116060000209e445ba0a
25475816,0,15.70569928,1.448077864,0,1,e280116060000209e445ba0a
25501686,0,15.70569928,1.441941941,0,1,e280116060000209e445ba0a
25515749,0,15.70569928,1.429670094,0,1,e280116060000209e445ba0a
25531167,0,15.70569928,1.429670094,0,1,e280116060000209e445ba0a
25550192,0,15.70569928,1.46034971,0,1,e280116060000209e445ba0a
25570341,0,15.70569928,1.484893403,0,1,e280116060000209e445ba0a
25583072,0,16.70563578,3.859495662,0,1,e280116060000209e445ba0a
25610108,0,16.70563578,3.847223816,0,1,e280116060000209e445ba0a
25630482,0,16.70563578,3.853359739,0,1,e280116060000209e445ba0a
25642629,0,16.70563578,3.847223816,0,1,e280116060000209e445ba0a
25670140,0,16.70563578,3.859495662,0,1,e280116060000209e445ba0a
25690260,0,16.70563578,3.83495197,0,1,e280116060000209e445ba0a
25703144,0,16.70563578,3.853359739,0,1,e280116060000209e445ba0a
25715361,0,16.70563578,3.871767509,0,1,e280116060000209e445ba0a
25728183,0,31.70563578,4.761476366,1,1,e280116060000209e445f01a
25740321,0,16.70563578,3.828816047,0,1,e280116060000209e445ba0a
25760363,0,16.70563578,3.853359739,0,1,e280116060000209e445ba0a
25786253,0,16.70556704,3.60178689,0,1,e280116060000209e445ba0a
25799478,0,33.70556704,5.804583301,1,0,e280116060000209e4454c2a
25812277,0,16.70556704,3.589515044,0,1,e280116060000209e445ba0a
25840518,0,16.70556704,3.589515044,0,1,e280116060000209e445ba0a
25860314,0,33.70556704,6.154330921,0,0,e280116060000209e4454a0a
25880289,0,32.70556704,5.835262917,1,0,e280116060000209e4454c2a
25900194,0,16.70556704,3.577243197,0,1,e280116060000209e445ba0a
25920094,0,16.70556704,3.595650967,0,1,e280116060000209e445ba0a
25940704,0,15.70556704,3.577243197,0,1,e280116060000209e445ba0a
25960652,0,16.70556704,3.595650967,0,1,e280116060000209e445ba0a
25986666,0,16.70549305,5.546874529,0,1,e280116060000209e445ba0a
26009993,0,16.70549305,5.577554145,0,1,e280116060000209e445ba0a
26022506,0,33.70549305,5.927301764,1,1,e280116060000209e445f01a
26035170,0,31.70549305,3.067961576,0,0,e280116060000209e4454a0a
26047585,0,16.70549305,5.540738606,0,1,e280116060000209e445ba0a
26059989,0,33.70549305,6.154330921,1,1,e280116060000209e445f01a
26072702,0,33.70549305,0,1,1,e280116060000209e445f01a
26100235,0,33.70549305,6.154330921,1,1,e280116060000209e445f01a
26113241,0,36.70549305,2.12302941,1,0,e280116060000209e4454c2a
26125517,0,16.70549305,5.565282298,0,1,e280116060000209e445ba0a
26150779,0,16.70549305,5.553010452,0,1,e280116060000209e445ba0a
26164083,0,35.70549305,2.632311032,1,0,e280116060000209e4454c2a
26176070,0,31.70549305,2.994330498,0,0,e280116060000209e4454a0a
26195507,0,15.70541381,0.337475773,0,1,e280116060000209e445ba0a
26231905,0,16.70541381,0.392699082,0,1,e280116060000209e445ba0a
26262078,0,15.70541381,0.398835005,0,1,e280116060000209e445ba0a
26291447,0,15.70541381,0.34974762,0,1,e280116060000209e445ba0a
26321611,0,15.70541381,0.34974762,0,1,e280116060000209e445ba0a
26335513,0,15.70541381,0.355883543,0,1,e280116060000209e445ba0a
26353209,0,15.70541381,0.386563159,0,1,e280116060000209e445ba0a
26388284,0,31.70532935,3.693825737,0,0,e280116060000209e4454a0a
26403263,0,32.70532935,3.712233507,0,0,e280116060000209e4454a0a
26430204,0,16.70532935,0.012271846,0,1,e280116060000209e445ba0a
26443310,0,34.70532935,0.257708772,1,1,e280116060000209e445f01a
26470139,0,34.70532935,0.042951462,1,1,e280116060000209e445f01a
26490260,0,16.70532935,0.042951462,0,1,e280116060000209e445ba0a
26503255,0,32.70532935,3.742913122,0,0,e280116060000209e4454a0a
26515793,0,35.70532935,0.23316508,1,1,e280116060000209e445f01a
